pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,year,month,date,dayofweek,hour,minute,distance,predicted_fare_amount
-73.95402,40.778705,-73.950277,40.76881,1,2014,6,14,5,13,39,1.1445302220017424,6.768173680993982
-73.972742,40.743432,-74.007125,40.710192,1,2014,6,14,5,13,39,4.696377212471438,13.968604846554967
-73.953515,40.771137,-73.947295,40.796792,1,2014,6,14,5,13,39,2.9003799426622563,9.834957276874206
-73.99959,40.73863,-74.00512,40.72886,1,2014,6,14,5,13,39,1.1820826901069499,7.189983301362076
-73.958925,40.763727,-73.958138,40.773337,1,2014,6,14,5,13,39,1.0706380674526903,6.560603875117067
-73.96996,40.793912,-73.963747,40.768497,1,2014,6,14,5,13,39,2.8740324115916143,10.143999168602704
-73.955135,40.780062,-73.96334,40.762677,1,2014,6,14,5,13,39,2.0528967385255332,8.561934711551658
-73.981367,40.74415,-73.993107,40.73326,1,2014,6,14,5,13,39,1.5635423246594353,7.845249514004195
-73.977608,40.749272,-73.979918,40.739127,1,2014,6,14,5,13,39,1.1447368641301332,6.997230756121326
-74.005682,40.738755,-73.99507,40.73487,1,2014,6,14,5,13,39,0.9929968200106759,6.782242250409695
-74.006635,40.74421,-73.988025,40.743882,1,2014,6,14,5,13,39,1.5682243876251893,7.8090899980250015
-73.954927,40.783217,-73.952562,40.789407,1,2014,6,14,5,13,39,0.716518974637326,5.806933824426437
-74.00477,40.746977,-73.96411,40.802537,1,2014,6,14,5,13,39,7.06330062854865,17.713671595883625
-74.00544,40.745935,-73.985797,40.763722,1,2014,6,14,5,13,39,2.5786349342647266,9.560698914820136
-74.01311,40.70408,-73.973397,40.751617,1,2014,6,14,5,13,39,6.256131224009876,16.490180022549225
-73.980173,40.74585,-73.986687,40.766567,1,2014,6,14,5,13,39,2.3680677632211835,9.0907717496425
-73.99287,40.75307,-73.9894,40.75766,1,2014,6,14,5,13,39,0.5881506502633825,5.843171013125925
-73.96409,40.776612,-73.981708,40.75233,1,2014,6,14,5,13,39,3.0808753907140325,10.622624866044248
-73.98736,40.729017,-73.99781,40.729485,1,2014,6,14,5,13,39,0.8820928642442849,6.552762143700761
-73.96744,40.772032,-73.981815,40.773535,1,2014,6,14,5,13,39,1.2219816389307523,6.917695190163272
-73.996132,40.726167,-73.984293,40.729047,1,2014,6,14,5,13,39,1.0477631064879538,6.861438837817673
-73.986387,40.739997,-73.979067,40.737097,1,2014,6,14,5,13,39,0.6959407218306322,6.149024136185403
-73.997102,40.722197,-73.963812,40.71224,1,2014,6,14,5,13,39,3.016204026629256,10.693433928070363
-73.993222,40.747247,-73.959138,40.763547,1,2014,6,14,5,13,39,3.3951807353145464,11.058034107529807
-73.989773,40.73411,-73.943265,40.691587,1,2014,6,14,5,13,39,6.141900058425718,16.785747396913848
-73.986618,40.761682,-73.982262,40.771067,1,2014,6,14,5,13,39,1.106167807335764,6.721890721313912
-73.99221,40.730832,-73.998578,40.719815,1,2014,6,14,5,13,39,1.3374148100397674,7.511196979057559
-73.96384,40.768102,-73.992085,40.730375,1,2014,6,14,5,13,39,4.822825169205222,14.087767575382713
-73.96038,40.776002,-73.938887,40.804297,1,2014,6,14,5,13,39,3.6294618488420767,11.173444949785107
-73.97256,40.756255,-74.000222,40.76261,1,2014,6,14,5,13,39,2.434652822642515,9.285334720042442
-73.977347,40.758262,-74.00764,40.732922,1,2014,6,14,5,13,39,3.8015679686600663,12.144207081410286
-73.96619,40.76811,-73.99328,40.739977,1,2014,6,14,5,13,39,3.872056011885279,12.213346372870774
-73.993332,40.689932,-73.978802,40.684532,1,2014,6,14,5,13,39,1.364359483817572,7.697036278634641
-73.989652,40.772837,-73.991937,40.749412,1,2014,6,14,5,13,39,2.6118446396289055,9.806867956642236
-73.994922,40.749567,-73.992607,40.742872,1,2014,6,14,5,13,39,0.7695716563207881,6.304960350111855
-73.984972,40.736205,-73.990887,40.742212,1,2014,6,14,5,13,39,0.8333691023668448,6.366328986277722
-73.98,40.745682,-73.97262,40.758292,1,2014,6,14,5,13,39,1.5337974115952295,7.560540487572098
-73.975752,40.781657,-73.982252,40.77054,1,2014,6,14,5,13,39,1.3519059605707568,7.236513277245081
-73.994077,40.741197,-73.984512,40.764202,1,2014,6,14,5,13,39,2.6819272683113193,9.713611263806115
-73.972752,40.76462,-73.966815,40.772452,1,2014,6,14,5,13,39,1.0041963648736523,6.481830192660027
-73.992943,40.74247,-73.996302,40.738157,1,2014,6,14,5,13,39,0.556854858978395,5.91815574138127
-73.96919,40.76946,-74.00148,40.72626,1,2014,6,14,5,13,39,5.520314191519652,15.469085756951586
-74.003227,40.725407,-73.988945,40.72304,1,2014,6,14,5,13,39,1.2319890673170817,7.27661343292948
-73.971583,40.766377,-73.97747,40.762815,1,2014,6,14,5,13,39,0.6345800515691812,5.877256558713611
-73.97615,40.739872,-74.003053,40.756222,1,2014,6,14,5,13,39,2.905412131116581,10.186366992479293
-73.97318,40.755452,-73.98097,40.744632,1,2014,6,14,5,13,39,1.3704505890444423,7.392589302377246
-73.96829,40.755192,-73.987627,40.738435,1,2014,6,14,5,13,39,2.4749632258353644,9.533997591339585
-73.948185,40.774497,-73.98173,40.767695,1,2014,6,14,5,13,39,2.9243533337238126,10.162199955628353
-73.78196,40.64479,-73.97213,40.6404,1,2014,6,14,5,13,39,16.05271280489458,35.32812009631925
-73.986835,40.76629,-73.990022,40.764802,1,2014,6,14,5,13,39,0.31530326414542115,5.299984989680183
-73.97961,40.76717,-73.979495,40.771242,1,2014,6,14,5,13,39,0.4528899244713274,5.484028136894835
-73.955017,40.773412,-73.959745,40.779475,1,2014,6,14,5,13,39,0.7829493556430427,5.991227171741571
-73.992555,40.714095,-73.983663,40.721375,1,2014,6,14,5,13,39,1.103129940773745,6.98231724929326
-73.961491,40.776958,-73.950262,40.77232,1,2014,6,14,5,13,39,1.0770511279929254,6.619972572523238
-73.993505,40.74981,-73.984672,40.761817,1,2014,6,14,5,13,39,1.5284262227927174,7.575203059164437
-73.988536,40.721543,-73.984026,40.743492,1,2014,6,14,5,13,39,2.4700279984078546,9.407049144466214
-73.973565,40.754947,-74.006003,40.70687,1,2014,6,14,5,13,39,6.00414386638182,16.511624174716985
-73.98206,40.77772,-73.97436,40.78747,1,2014,6,14,5,13,39,1.2632071785162269,6.918718312039232
-73.988327,40.74821,-73.991392,40.744802,1,2014,6,14,5,13,39,0.4585556292485389,5.681290466455721
-73.995295,40.74963,-73.995878,40.737047,1,2014,6,14,5,13,39,1.4000294847729644,7.552233306678772
-74.012938,40.70807,-73.958972,40.729785,1,2014,6,14,5,13,39,5.149307716512501,14.568430172558351
-73.97194,40.762475,-73.98824,40.743342,1,2014,6,14,5,13,39,2.532073578351183,9.633397524550446
-74.002072,40.740237,-73.99559,40.716945,1,2014,6,14,5,13,39,2.646924451106444,10.061930600983146
-73.991572,40.749837,-73.973802,40.737797,1,2014,6,14,5,13,39,2.008353233997122,8.665597951091172
-73.991395,40.735137,-74.00564,40.737587,1,2014,6,14,5,13,39,1.230739303027465,7.183783674816937
-73.997557,40.756537,-73.988297,40.764865,1,2014,6,14,5,13,39,1.2107030192193744,6.982326132224102
-73.955755,40.77963,-73.986795,40.750447,1,2014,6,14,5,13,39,4.16698863912932,12.695919980057624
-73.9583,40.80089,-73.97335,40.76376,1,2014,6,14,5,13,39,4.31875356111403,12.932261259949087
-74.003687,40.70605,-73.99041,40.73087,1,2014,6,14,5,13,39,2.978068211793745,10.459364322445822
-73.999117,40.734173,-73.97389,40.763952,1,2014,6,14,5,13,39,3.934535340120958,12.06267464730331
-73.99088,40.75554,-73.97535,40.75122,1,2014,6,14,5,13,39,1.3935506792513643,7.409507554877109
-73.975692,40.782117,-73.970575,40.758672,1,2014,6,14,5,13,39,2.6423417455356506,9.766440861730302
-73.954693,40.773215,-73.983427,40.76052,1,2014,6,14,5,13,39,2.8015045428146648,9.998829491444894
-73.935207,40.75077,-73.949648,40.752697,1,2014,6,14,5,13,39,1.2351696444240245,6.944205429825956
-73.790352,40.643745,-73.994598,40.748702,1,2014,6,14,5,13,39,20.801479944777768,43.472774426209185
-73.983213,40.744428,-73.992753,40.753042,1,2014,6,14,5,13,39,1.250314232379996,7.0929248421672355
-74.001452,40.734487,-74.00148,40.734712,1,2014,6,14,5,13,39,0.025129878951444144,4.935453299228811
-73.967087,40.788497,-73.967118,40.793702,1,2014,6,14,5,13,39,0.5787762764246808,5.568681052802162
-73.987818,40.75985,-73.961963,40.779332,1,2014,6,14,5,13,39,3.071413917152367,10.349031662957145
-73.983472,40.738922,-74.00349,40.722732,1,2014,6,14,5,13,39,2.4669875620174926,9.64295533601512
-73.981537,40.74393,-74.00091,40.720537,1,2014,6,14,5,13,39,3.070960723548682,10.814928716929103
-73.98403,40.757731,-73.872712,40.774424,1,2014,6,14,5,13,39,9.556872232219025,22.555198751721605
-73.790212,40.644205,-73.898725,40.69862,1,2014,6,14,5,13,39,10.971032371343247,25.14668452045487
-73.977597,40.758087,-74.013315,40.708975,1,2014,6,14,5,13,39,6.23538211358974,16.95919048227404
-73.97876,40.736587,-74.001597,40.75479,1,2014,6,14,5,13,39,2.7925149823332736,9.976737386710852
-74.002925,40.723357,-74.017655,40.705132,1,2014,6,14,5,13,39,2.376575475164874,9.619798160542928
-73.983557,40.770987,-73.990095,40.76183,1,2014,6,14,5,13,39,1.157552816227514,6.929388440360299
-73.982112,40.775165,-73.974962,40.790022,1,2014,6,14,5,13,39,1.758293199584624,7.828123663445581
-73.97107,40.76405,-73.98289,40.68982,1,2014,6,14,5,13,39,8.313890469422532,21.025336517464552
-73.98748,40.776608,-73.97186,40.799902,1,2014,6,14,5,13,39,2.9048809611587196,9.930337661754606
-74.004957,40.737597,-73.989523,40.742702,1,2014,6,14,5,13,39,1.418817954346551,7.512643664392499
-73.987477,40.75013,-73.978405,40.772792,1,2014,6,14,5,13,39,2.633194812768615,9.55987453033731
-73.950668,40.779357,-73.981842,40.779302,1,2014,6,14,5,13,39,2.624868287625524,9.520043420022603
-73.98059,40.747682,-73.98059,40.747682,1,2014,6,14,5,13,39,0.0,4.7592842989115525
-73.97548,40.776852,-73.95267,40.783477,1,2014,6,14,5,13,39,2.0570190334301386,8.41403466083375
-73.996185,40.753532,-73.984365,40.753992,1,2014,6,14,5,13,39,0.996943928714628,6.649676806977936
-73.958397,40.778772,-73.966175,40.768047,1,2014,6,14,5,13,39,1.3605882592051015,7.2114974655880815
-73.996115,40.722317,-74.003342,40.722747,1,2014,6,14,5,13,39,0.610909806892588,6.0958996628620525
-73.969212,40.761087,-73.98627,40.767207,1,2014,6,14,5,13,39,1.5896443026156082,7.6392181006807505
-74.003515,40.725305,-73.989928,40.751592,1,2014,6,14,5,13,39,3.1391490768263535,10.656143318533054
-74.007248,40.727522,-73.987782,40.724135,1,2014,6,14,5,13,39,1.6830424683404939,8.135386235037458
-73.979138,40.755022,-74.011417,40.709817,1,2014,6,14,5,13,39,5.715231156311907,15.957404643434188
-73.9624,40.767412,-73.953473,40.772772,1,2014,6,14,5,13,39,0.9593576732102501,6.367558085393398
-73.958,40.768752,-73.956025,40.771297,1,2014,6,14,5,13,39,0.32824711787570376,5.183058794914359
-73.96765,40.763025,-73.960562,40.775427,1,2014,6,14,5,13,39,1.5026802724150436,7.379237278164396
-73.994193,40.751092,-74.003652,40.741975,1,2014,6,14,5,13,39,1.2894498850866818,7.31417759546332
-73.99808,40.736957,-73.998557,40.724587,1,2014,6,14,5,13,39,1.376070254300299,7.576432575106992
-73.975412,40.765327,-73.969302,40.762825,1,2014,6,14,5,13,39,0.5849749104262839,5.777260849893196
-73.995857,40.732792,-73.985787,40.762177,1,2014,6,14,5,13,39,3.375790655543178,11.022235800662884
-73.99488,40.765705,-73.9858,40.760697,1,2014,6,14,5,13,39,0.945992777731192,6.5370838206393955
-74.008063,40.722182,-73.95736,40.774037,1,2014,6,14,5,13,39,7.175672296008275,18.07813321673143
-74.0018,40.74079,-73.99818,40.72381,1,2014,6,14,5,13,39,1.9125718014147493,8.618513499135815
-73.95429,40.766287,-73.961268,40.764667,1,2014,6,14,5,13,39,0.6146607825143657,5.771407012554164
-74.005452,40.707692,-73.98512,40.720387,1,2014,6,14,5,13,39,2.220190701146024,9.112241987449238
-73.993063,40.757987,-73.9957,40.740182,1,2014,6,14,5,13,39,1.992251366102967,8.67135244261749
-73.98722,40.722402,-73.990852,40.729342,1,2014,6,14,5,13,39,0.8301717306629868,6.425243991167463
-73.981957,40.768555,-73.971425,40.76216,1,2014,6,14,5,13,39,1.1368350508347522,6.853943607973406
-73.980095,40.755147,-73.993037,40.736612,1,2014,6,14,5,13,39,2.3316113291443425,9.306363890628404
-73.958775,40.772602,-73.988202,40.763167,1,2014,6,14,5,13,39,2.691113214974538,9.779425324085082
-73.99619,40.743327,-74.00315,40.723092,1,2014,6,14,5,13,39,2.3252008664315804,9.409742770836601
-73.970323,40.793943,-73.955458,40.779405,1,2014,6,14,5,13,39,2.044382100291099,8.473167355436658
-73.97472,40.76165,-73.98253,40.75514,1,2014,6,14,5,13,39,0.9781199211606776,6.587904208734926
-73.99233,40.743607,-74.005145,40.718915,1,2014,6,14,5,13,39,2.950332659789646,10.624431257014635
-73.990102,40.756892,-73.98937,40.736727,1,2014,6,14,5,13,39,2.243096564509587,9.158185667337307
-73.9851,40.7365,-73.9902,40.7466,1,2011,12,12,0,9,42,1.2024556749830901,6.398601512877008
-73.967846,40.801121,-73.971495,40.794979,1,2011,12,12,0,9,42,0.7488538760284956,5.297267965454353
-73.983598,40.744122,-74.00721,40.713087,1,2011,12,12,0,9,42,3.9834296211924785,11.985927713201477
-74.003716,40.72374,-73.992444,40.73906,1,2011,12,12,0,9,42,1.9503958305165647,7.874194471232727
-73.964083,40.771029,-73.976259,40.756069,1,2011,12,12,0,9,42,1.9541602965848779,7.801067999057068
-73.970698,40.788531,-73.938011,40.85527,1,2013,6,27,3,0,20,7.914364269031184,18.489064780104286
-73.987433,40.760706,-73.954302,40.778213,1,2013,6,27,3,0,20,3.4020613233221044,10.535071176009183
-73.974478,40.756004,-73.961013,40.775931,1,2009,2,20,4,13,34,2.4891009311980037,7.341652391711932
-74.010012,40.720559,-74.002766,40.760599,1,2009,2,20,4,13,34,4.493908582513578,11.268096063128723
-73.964135,40.757195,-73.976472,40.765838,1,2009,2,20,4,13,34,1.4153713675512056,5.393197245136207
-73.863752,40.771078,-73.980705,40.763274,1,2010,8,22,6,21,14,9.887435452755536,22.038090338369557
-73.992531,40.758518,-74.01358,40.702339,1,2010,8,22,6,21,14,6.493739464802078,16.355032575679047
-74.010177,40.721474,-74.016017,40.717565,1,2010,8,22,6,21,14,0.6566310821139438,5.0859785294411495
-73.977022,40.747605,-73.957033,40.766981,1,2010,8,22,6,21,14,2.734333147671634,8.566774292116179
-73.996535,40.716279,-73.993749,40.71475,1,2012,8,6,0,8,58,0.28989715895362733,5.004679179148184
-73.915507,40.746298,-73.986717,40.740458,1,2012,8,6,0,8,58,6.034193229206669,15.610936519801157
-73.946295,40.780178,-73.955901,40.784911,1,2013,11,4,0,8,34,0.964944212410088,6.291546791783503
-73.995487,40.730777,-74.007569,40.751626,1,2013,11,4,0,8,34,2.5319257686734784,9.528617703544683
-73.983985,40.769246,-73.987803,40.7479,1,2013,11,4,0,8,34,2.3952551784787324,9.380783194153992
-73.97265,40.759165,-73.986713,40.73974,1,2011,6,24,4,20,34,2.463497976030508,8.60662689547405
-74.001481,40.727788,-73.967842,40.801968,1,2011,6,24,4,20,34,8.721410800815613,19.879848184754337
-74.005496,40.745833,-73.991388,40.755096,1,2011,3,28,0,20,38,1.5726502097187234,6.763156516596723
-73.950124,40.809802,-73.948837,40.807466,1,2011,3,28,0,20,38,0.2814315908021192,3.938284603427178
-73.982742,40.761639,-74.003303,40.743807,1,2011,3,28,0,20,38,2.6327211588345576,8.887130050408587
-74.000951,40.73185,-74.005094,40.718853,1,2011,8,14,6,20,36,1.4867745669178576,6.969119989385149
-73.980988,40.752928,-73.990592,40.736779,1,2011,8,14,6,20,36,1.9695456214923652,7.749648971739816
-73.994588,40.745616,-73.976172,40.668559,1,2011,8,14,6,20,36,8.70783971910472,21.062390891030077
-73.973,40.7642,-73.9516,40.7737,1,2011,8,14,6,20,36,2.088945670894128,7.64663684744562
-73.99964142,40.76128387,-74.00495911,40.70695114,1,2015,2,21,5,15,52,6.058123984848785,16.827992926362867
-73.99768066,40.74091339,-73.97631073,40.73230743,1,2015,2,21,5,15,52,2.039013977627718,8.899665013234198
-73.98439026,40.6964035,-73.98313141,40.7441597,1,2015,2,21,5,15,52,5.311314130177043,14.838456704745568
-73.98043823,40.734478,-74.00392914,40.74144745,1,2015,2,21,5,15,52,2.1254892828221754,8.967315398929372
-74.000547,40.742711,-73.992309,40.764048,1,2013,1,29,1,11,29,2.47196303854051,8.823137682814377
-73.986059,40.750543,-73.976333,40.732467,1,2014,9,12,4,19,3,2.1705672844732615,9.297249038245809
-74.005436,40.721001,-73.984981,40.724268,1,2013,11,9,5,18,52,1.76164971987678,8.227830555066816
-73.99076,40.750222,-74.001369,40.721367,1,2013,11,9,5,18,52,3.330718839344709,11.311899690982955
-73.971341,40.751362,-73.776249,40.645615,1,2013,4,25,3,16,10,20.217809840485316,43.31312420167478
-73.995792,40.753923,-73.979892,40.751194,1,2013,4,25,3,16,10,1.373271053682985,7.041133670734666
-73.942504,40.812047,-73.961201,40.801051,1,2013,9,7,5,14,37,1.992828911891443,8.041770158198347
-74.009985,40.721755,-73.98842,40.714197,1,2013,9,7,5,14,37,2.0023586660345343,8.640772302728806
-73.999344,40.742281,-74.007075,40.748069,1,2013,9,7,5,14,37,0.9156377457900828,6.3723333941395595
-73.989861,40.76742,-73.982949,40.77692,1,2011,5,21,5,13,16,1.20609731310035,5.823178140094228
-73.980611,40.751283,-73.968612,40.758526,1,2011,5,21,5,13,16,1.2923402207485608,6.050189336892913
-73.997552,40.721409,-74.005576,40.744953,1,2011,5,21,5,13,16,2.7038684570777396,8.815069983744706
-73.993943,40.740982,-73.98323,40.731559,1,2011,11,25,4,16,36,1.3829656884410264,6.812517019978145
-74.000256,40.730506,-73.979219,40.761097,1,2011,11,25,4,16,36,3.8355468278571787,11.188771168618246
-74.00137329,40.73705673,-73.99819183,40.72898865,1,2015,1,31,5,20,54,0.9363244119510803,6.861593382894512
-73.996852,40.737529,-73.991014,40.755837,1,2010,11,1,0,23,31,2.094322585953178,7.832323717226359
-73.959735,40.767036,-73.979618,40.743739,1,2010,11,1,0,23,31,3.0847312946040146,9.82041823118118
-73.998827,40.724698,-73.972162,40.747326,1,2010,11,1,0,23,31,3.3731848905932895,10.264355734413357
-73.982587,40.746472,-73.98381,40.743944,1,2011,3,24,3,15,57,0.29938774366454524,4.237164213592905
-73.959245,40.767553,-73.977747,40.776222,1,2011,3,24,3,15,57,1.8321344946049665,6.892447656986519
-73.976646,40.749266,-73.990333,40.745231,1,2010,5,10,0,10,37,1.2372268814065117,5.811933816636383
-73.985901,40.75565,-73.975898,40.75736,1,2010,5,10,0,10,37,0.8637343983229251,5.025741801156073
-74.011108,40.715461,-73.996243,40.696673,1,2010,5,10,0,10,37,2.436089055062519,8.445326680367316
-73.991668,40.749447,-74.005707,40.725886,1,2010,5,10,0,10,37,2.8745069715276337,9.121015355370332
-73.973334,40.763702,-73.991643,40.754099,1,2012,6,9,5,16,53,1.8757068966971402,7.656589992753311
-73.983765,40.765684,-74.009293,40.706195,1,2012,8,22,2,22,39,6.955783950517081,17.98598951793906
-73.9784,40.744983,-73.98541,40.735961,1,2012,8,22,2,22,39,1.1641349600112707,6.66126155795007
-74.003236,40.731949,-73.959567,40.762818,1,2012,12,23,6,2,29,5.031386161180919,13.600629427009494
-74.009518,40.746582,-73.967179,40.763811,1,2012,6,30,5,15,55,4.048255332470812,11.651183167867316
-73.990302,40.750902,-74.00217,40.738394,1,2012,6,30,5,15,55,1.7128995672857539,7.455430935766117
-74.000283,40.737562,-74.013773,40.702387,1,2012,6,30,5,15,55,4.073162698926518,12.212947172780673
-74.003962,40.74789,-73.995598,40.75949,1,2012,6,30,5,15,55,1.469727701367487,6.829356530197629
-73.96623,40.75384,-73.9362,40.794797,1,2011,10,2,6,23,36,5.209160155333739,13.466717459659208
-73.974375,40.679922,-73.953957,40.730305,1,2011,10,2,6,23,36,5.860758682629055,15.026799641597563
-73.973798,40.687278,-73.964767,40.638197,1,2011,10,2,6,23,36,5.510470130988589,15.157693049883733
-73.979785,40.775892,-73.985015,40.776243,1,2011,10,2,6,23,36,0.44211547456727773,4.744910462489088
-73.97977,40.739613,-74.007737,40.705207,1,2011,10,2,6,23,36,4.4934736754589615,12.913801687280056
-74.004512,40.730533,-74.006707,40.726593,1,2011,10,2,6,23,36,0.47555199157144734,5.141745500322145
-73.98237,40.773378,-74.006975,40.734665,1,2011,10,2,6,23,36,4.777636942850574,13.324388608727418
-73.874508,40.774035,-73.989043,40.729173,1,2011,10,2,6,23,36,10.861242780731395,24.66967400796068
-73.952852,40.772537,-73.978942,40.747175,1,2011,10,2,6,23,36,3.5751687944045654,10.850261211358543
-73.992417,40.748752,-73.972457,40.753812,1,2011,10,2,6,23,36,1.7729926881509666,7.371146774890576
-73.974753,40.737138,-73.985293,40.751237,1,2011,10,2,6,23,36,1.8017341299225405,7.390333708582375
-73.96851,40.754948,-73.977967,40.734193,1,2011,10,2,6,23,36,2.441499328294626,8.78044558267652
-74.001977,40.724452,-73.998415,40.7351,1,2011,10,2,6,23,36,1.221456301104982,6.450100529267161
-73.988713,40.718857,-74.005467,40.727107,1,2011,10,2,6,23,36,1.6837389858299967,7.356495132236546
-73.982157,40.674133,-73.984368,40.663597,1,2011,10,2,6,23,36,1.1862992736250342,6.752476303886851
-73.985117,40.758853,-74.001898,40.735202,1,2011,10,2,6,23,36,2.9857420256114695,9.876594784344547
-73.98666,40.722447,-74.006417,40.738717,1,2011,10,2,6,23,36,2.4585459570069226,8.737804899186017
-73.951082,40.825677,-73.999648,40.751497,1,2011,10,2,6,23,36,9.206217049104483,21.678925825318288
-73.984588,40.728882,-73.98222,40.762638,1,2011,10,2,6,23,36,3.758798455188696,10.99230328588169
-73.98893,40.763657,-73.98581,40.777935,1,2011,10,2,6,23,36,1.6092368042294565,6.920503723562547
-73.990338,40.718968,-73.979143,40.724242,1,2011,10,2,6,23,36,1.1108541175233928,6.266552555888097
-74.004547,40.742232,-73.978482,40.76278,1,2011,10,2,6,23,36,3.1687529174400715,9.950737848423842
-73.963667,40.761457,-73.930565,40.764632,1,2011,10,2,6,23,36,2.810147629975464,9.183323195932871
-73.997988,40.721363,-73.989735,40.75994,1,2011,10,2,6,23,36,4.345559670783862,12.136198711762631
-73.994255,40.745455,-74.010107,40.714307,1,2011,10,2,6,23,36,3.712149652384915,11.408311786722379
-73.991552,40.750048,-73.98445,40.733053,1,2011,10,2,6,23,36,1.9822194589837079,7.955506002712696
-73.97631,40.775892,-73.989425,40.776447,1,2011,10,2,6,23,36,1.1060628971729112,5.999780392764592
-73.950557,40.826583,-73.938448,40.814805,1,2011,10,2,6,23,36,1.6593523473781,6.787867401902076
-73.99407,40.751413,-73.980663,40.773985,1,2011,10,2,6,23,36,2.752193467880627,9.081943468587042
-73.950275,40.784657,-73.984137,40.743215,1,2011,10,2,6,23,36,5.4192319190808025,14.417659525221325
-73.988043,40.759873,-73.973568,40.789705,1,2011,10,2,6,23,36,3.5340208835254665,10.441407959187245
-73.874537,40.774122,-73.98068,40.736777,1,2011,10,2,6,23,36,9.8578005179175,22.696244468697046
-73.778122,40.646807,-73.988785,40.768785,1,2011,10,2,6,23,36,22.344450185911363,45.497220298800244
-73.983595,40.729822,-73.976848,40.751838,1,2011,10,2,6,23,36,2.5131976301162107,8.716082612349851
-73.989715,40.756712,-73.959547,40.76758,1,2011,10,2,6,23,36,2.8135607183484326,9.234625362429824
-73.870935,40.77375,-73.971443,40.752472,1,2011,10,2,6,23,36,8.78931523278599,20.523450429501963
-73.991002,40.739687,-73.962187,40.810145,1,2011,10,2,6,23,36,8.201711685496926,19.042159424400552
-73.997767,40.751432,-73.98802,40.723718,1,2011,10,2,6,23,36,3.1892048114999003,10.339832799930832
-73.991543,40.666665,-73.983587,40.729985,1,2011,10,2,6,23,36,7.072746463414718,17.350619143748986
-73.991032,40.755988,-73.953158,40.817478,1,2011,10,2,6,23,36,7.544356347506205,17.779034189457548
-73.992658,40.748482,-73.98959,40.725898,1,2011,10,2,6,23,36,2.5244983392528817,9.04497553260046
-73.962542,40.762998,-74.009377,40.720012,1,2011,10,2,6,23,36,6.19805354691417,16.06704456880948
